"panel","true_value","rep","ml_width_mu","ml_width_sigma","ml_width_xi"
"mu",35.7083333333333,29,2.16337094690192,1.71063972369588,0.156515361736169
"mu",35.7083333333333,30,2.2097460309042,1.80749401168243,0.155613801885671
"mu",35.7083333333333,31,2.11268940317186,1.61786970563605,0.165142429480107
"mu",35.7083333333333,32,2.13417526023298,1.68696082381591,0.164435595523682
"mu",35.7083333333333,33,2.13909289365523,1.764829644358,0.156063937432044
"mu",35.7083333333333,34,2.094447303048,1.67654804261903,0.162188391233811
"mu",35.7083333333333,35,2.13397217075399,1.6854137232801,0.139609607382857
"mu",35.7083333333333,36,2.1272595385267,1.62491450162335,0.146959787833215
"mu",35.7083333333333,37,2.08277664367968,1.68634916666359,0.157643663592797
"mu",35.7083333333333,38,2.18558055931823,1.73933156798459,0.167237583012453
"mu",35.7083333333333,39,2.11239687196181,1.6780867545649,0.158174659008411
"mu",35.7083333333333,40,2.38342300093065,1.99258294810665,0.17446839715856
"mu",35.7083333333333,41,2.17865604747273,1.66271886390403,0.143468029187783
"mu",35.7083333333333,42,2.16844442674146,1.70440694202461,0.149958205125178
"mu",35.7083333333333,43,2.14705838487765,1.73072341599764,0.145709207675212
"mu",35.7083333333333,44,2.13095073198966,1.77513821984242,0.161526012206938
"mu",35.7083333333333,45,2.18568728654468,1.71376287369159,0.167560483989132
"mu",35.7083333333333,46,2.03825197041189,1.6472001269832,0.155823937908541
"mu",35.7083333333333,47,2.10433180885626,1.64570694343506,0.155240626982954
"mu",35.7083333333333,48,2.17365553003437,1.77507560648234,0.161353522393528
"mu",35.7083333333333,49,2.01721990719851,1.53443042145752,0.149837293330449
"mu",35.7083333333333,50,2.04286374896937,1.70508423849953,0.166181068275298
"mu",35.7083333333333,51,2.0998463154253,1.74243495092175,0.149707859439888
"mu",35.7083333333333,52,2.24619159741401,1.7909525531719,0.147132793248788
"mu",35.7083333333333,53,2.20901387175657,1.78754921756763,0.156709050130533
"mu",35.7083333333333,54,2.23374841019213,1.82005837342598,0.17563538438257
"mu",35.7083333333333,55,2.14729726700283,1.69925592687224,0.165510934700945
"mu",35.7083333333333,56,2.05683650975556,1.67447127070747,0.152742627870495
"mu",35.7083333333333,57,2.2029389872841,1.86171906490682,0.180597689577816
"mu",35.7083333333333,58,2.18577541069268,1.725073487386,0.161192587581592
"mu",35.7083333333333,59,2.21881603964756,1.73657098795536,0.156192408204124
"mu",35.7083333333333,60,2.36020200384809,1.86439810120352,0.16294496813137
"mu",35.7083333333333,61,2.1895365324781,1.73798282241144,0.141952781227405
"mu",35.7083333333333,62,2.0796075451546,1.61399519975513,0.141211557784497
"mu",35.7083333333333,63,2.00344128146229,1.54692646365377,0.146752434882689
"mu",35.7083333333333,64,2.25587278196946,1.78787232571881,0.161599658406946
"mu",35.7083333333333,65,2.13623702570482,1.71501400641505,0.152590434423435
"mu",35.7083333333333,66,2.0732118630137,1.55180604818614,0.134735968957768
"mu",35.7083333333333,67,2.17005743890586,1.7549622659883,0.162116233768337
"mu",35.7083333333333,68,2.30601724870726,1.90229491018744,0.175673717212734
"mu",35.7083333333333,69,2.27168052204453,1.7751758342533,0.156025838218021
"mu",35.7083333333333,70,2.158640655317,1.64711912944002,0.144280674887938
"mu",35.7083333333333,71,2.18037845005234,1.69805986444682,0.157175918310002
"mu",35.7083333333333,72,2.17430323078483,1.7481322098141,0.158883773924699
"mu",35.7083333333333,73,2.16432738520656,1.74192875187851,0.164020679604472
"mu",35.7083333333333,74,2.2765333480737,1.7971082774123,0.15460153941221
"mu",35.7083333333333,75,2.1541309269747,1.74229109994778,0.156144503784686
"mu",35.7083333333333,76,2.21567841506088,1.77017337866323,0.162432380269746
"mu",35.7083333333333,77,2.18880568831869,1.65472880032024,0.153529514508744
"mu",35.7083333333333,78,2.25297454854116,1.82697748344002,0.15787639136759
"mu",35.7083333333333,79,2.20002375123813,1.76920477898036,0.162365144874268
"mu",35.7083333333333,80,2.01055279214644,1.61960260307483,0.152405885289611
"mu",35.7083333333333,81,2.23319544633975,1.75220048543432,0.153374723788598
"mu",35.7083333333333,82,2.0917601712169,1.65042755127921,0.147369491833744
"mu",35.7083333333333,83,2.20367589223918,1.69832147098406,0.15109762972533
"mu",35.7083333333333,84,2.07827727591435,1.65559563506624,0.149140308627468
"mu",35.7083333333333,85,2.01596910327552,1.5900810242316,0.148456348163131
"mu",35.7083333333333,86,2.29547108456188,1.8335997184617,0.146427820391064
"mu",35.7083333333333,87,2.21041472623705,1.78103740672045,0.155037966437623
"mu",35.7083333333333,88,2.20619939432552,1.75481344599681,0.167036937656268
"mu",35.7083333333333,89,2.07862648029376,1.65320771673746,0.153603473108392
"mu",35.7083333333333,90,2.00982070053597,1.6665255788699,0.174541806395573
"mu",35.7083333333333,91,2.15907631545306,1.73183125249297,0.149593339736389
"mu",35.7083333333333,92,2.07973731263614,1.61156405007847,0.161965024593455
"mu",35.7083333333333,93,2.1119452182232,1.69944422558234,0.157728447213467
"mu",35.7083333333333,94,2.302743951975,1.8381666637104,0.152261036062074
"mu",35.7083333333333,95,2.28254366774866,1.89251497433561,0.171438849561482
"mu",35.7083333333333,96,2.21748006062943,1.74286014021792,0.157340862951813
"mu",35.7083333333333,97,2.09740612104942,1.67684335221531,0.150380470047684
"mu",35.7083333333333,98,2.18402063632146,1.65226451451963,0.135853037860692
"mu",35.7083333333333,99,2.25606053904473,1.77747198721632,0.154458506897633
"mu",37.75,0,2.12394690442005,1.67890817129446,0.145071775352385
"mu",37.75,1,2.11006792518559,1.66607638349626,0.152251686984964
"mu",37.75,2,2.15263732308011,1.73837946354415,0.171654452911814
"mu",37.75,3,2.18022689423749,1.67982066535011,0.156060215332039
"mu",37.75,4,2.05942808378779,1.6591269990615,0.154465193075488
"mu",37.75,5,2.25535864218278,1.72388687247846,0.151298329941422
"mu",37.75,6,2.21496952845744,1.82378654519685,0.157505118885577
"mu",37.75,7,2.20785472802665,1.76388094106661,0.150854009164671
"mu",37.75,8,2.12319483586991,1.7066196851157,0.15621322608283
"mu",37.75,9,2.01361969223478,1.60882011364954,0.162319892233188
"mu",37.75,10,2.14317598087339,1.67435324115746,0.138790804794459
"mu",37.75,11,2.22055390460868,1.76772213299571,0.143690654067493
"mu",37.75,12,2.25126489520139,1.81401832730483,0.159540618313782
"mu",37.75,13,2.11744007807094,1.69393183542839,0.163318301252856
"mu",37.75,14,2.28988461840734,1.809404939224,0.165407924629864
"mu",37.75,15,2.25109232561104,1.78164644537949,0.15987807814661
"mu",37.75,16,2.2231969910132,1.83720514803329,0.180288399881806
"mu",37.75,17,2.26097191417773,1.77367574769486,0.159346091429324
"mu",37.75,18,2.01921253843864,1.5333661505205,0.158274564749011
"mu",37.75,19,2.12302949054907,1.65196366398562,0.137556006574428
"mu",37.75,20,2.13434509570094,1.66131531931778,0.149946246942855
"mu",37.75,21,2.13109447922056,1.63107086119355,0.146015429173872
"mu",37.75,22,2.13421539951703,1.68789417903977,0.155133487207039
"mu",37.75,23,2.25056860660251,1.73864200266728,0.158973830818196
"mu",37.75,24,2.11557406859988,1.65799688372743,0.140563978149683
"mu",37.75,25,2.24951397482309,1.77596328878701,0.141535369349877
"mu",37.75,26,2.32221651219727,1.91144597543885,0.185850351175888
"mu",37.75,27,2.18748697982744,1.77597643831847,0.155138977735815
"mu",37.75,28,2.16064651998204,1.74365177007124,0.171236748708581
"mu",37.75,29,2.18619540477994,1.71395632137983,0.144388346129155
"mu",37.75,30,2.23614147060388,1.7520339619033,0.165819772941509
"mu",37.75,31,2.11518668771699,1.67805420710644,0.141762032301935
"mu",37.75,32,2.19738737703695,1.82236585462626,0.167449888271457
"mu",37.75,33,2.2322915664971,1.77624625758223,0.152292736452518
"mu",37.75,34,2.3556603217705,1.82592296965508,0.146621872949066
"mu",37.75,35,2.30910266025737,1.82455133294775,0.159208500552768
"mu",37.75,36,2.40641477660878,1.91161319986697,0.145460120648193
"mu",37.75,37,2.1661600677791,1.72653790509969,0.161353898820457
"mu",37.75,38,2.1983735839659,1.78628421402928,0.159926778167648
"mu",37.75,39,2.19139709597137,1.76851739458241,0.167083746187484
"mu",37.75,40,2.07797127088634,1.65688705446572,0.159980385761808
"mu",37.75,41,2.12981203579233,1.69506109502216,0.159170409101869
"mu",37.75,42,2.20765400128693,1.67167764183877,0.144227271343038
"mu",37.75,43,2.18262122059282,1.74699037753122,0.174628144130436
"mu",37.75,44,2.13199470507799,1.74662070596134,0.173198227239572
"mu",37.75,45,2.00614745414546,1.58472749412019,0.142765510383642
"mu",37.75,46,2.21122424315496,1.76337595873891,0.153585032824594
"mu",37.75,47,2.22320262873268,1.79333262494373,0.162125415331652
"mu",37.75,48,2.16603115166673,1.69440389365812,0.154282251784736
"mu",37.75,49,2.14316544490967,1.70875944317113,0.16745187813771
"mu",37.75,50,2.26686784639172,1.79970633399219,0.152960626153793
"mu",37.75,51,2.07058482270106,1.6236317945541,0.153561145303296
"mu",37.75,52,2.06656911915697,1.60195047658746,0.15044861846154
"mu",37.75,53,2.00152896917824,1.60919956456786,0.140809066267842
"mu",37.75,54,2.26808906415415,1.83548573636839,0.158769681536763
"mu",37.75,55,2.27962535518155,1.76213891570263,0.143517808867142
"mu",37.75,56,2.07046383098032,1.61769673689465,0.15620963681918
"mu",37.75,57,2.1882081206972,1.83323684105527,0.162185403483328
"mu",37.75,58,2.27564430942587,1.83080384098536,0.162883174935567
"mu",37.75,59,2.06429176999816,1.64928409577275,0.147229048296055
"mu",37.75,60,2.19382321656228,1.74817249456757,0.171154033274013
"mu",37.75,61,2.10393212594255,1.65793982897456,0.152630678600188
"mu",37.75,62,2.15171599530308,1.64639506320564,0.152971891096357
"mu",37.75,63,2.26281877056489,1.76155735675192,0.154574017979474
"mu",37.75,64,2.29421942056292,1.81936664366708,0.162577817125054
"mu",37.75,65,2.32801622485165,1.85198526356925,0.170960233913626
"mu",37.75,66,2.14617607166856,1.68301276339871,0.161298892683811
"mu",37.75,67,2.26394470480029,1.77413078191708,0.145100703944569
"mu",37.75,68,2.02871575382169,1.66679932619498,0.14589825985663
"mu",37.75,69,2.14551481695648,1.63276603869343,0.144123835264509
"mu",37.75,70,2.03416221797296,1.58134786007044,0.146813579626487
"mu",37.75,71,2.34391213747544,1.92641733292088,0.171021123222865
"mu",37.75,72,2.26106552031706,1.82956156564057,0.16560073485386
"mu",37.75,73,2.09053362364631,1.60548011551748,0.140911289046875
"mu",37.75,74,2.15250288773377,1.65283440613081,0.141015011969719
"mu",37.75,75,2.24034158814045,1.82805288816013,0.163382118106079
"mu",37.75,76,2.18552646478301,1.69955619891037,0.158266125845105
"mu",37.75,77,2.24179268522057,1.76607476873173,0.15062244274925
"mu",37.75,78,2.21560159611542,1.75943184367666,0.181930048626215
"mu",37.75,79,2.24049593528744,1.74969640897528,0.152922979089834
"mu",37.75,80,2.16155117874182,1.73471450275886,0.159127428085408
"mu",37.75,81,2.02158011689245,1.64766310723642,0.152328097025169
"mu",37.75,82,1.98015408733934,1.57480818080389,0.168819229356436
"mu",37.75,83,1.95205744949627,1.55883961608082,0.156714498106626
"mu",37.75,84,2.08302295688321,1.65691874023324,0.16433078955921
"mu",37.75,85,2.26166054293303,1.88513959551319,0.166578815956224
"mu",37.75,86,2.11632444401603,1.64347627105717,0.139404928574394
"mu",37.75,87,2.3348199920227,1.85446688182208,0.15057863161977
"mu",37.75,88,2.1624791383434,1.75268720884862,0.147030396751017
"mu",37.75,89,2.11232903114606,1.68565663494522,0.152266589006108
"mu",37.75,90,2.10712021496207,1.62697027188346,0.133979174349686
"mu",37.75,91,2.20948428674019,1.72620665513528,0.147460861313304
"mu",37.75,92,2.18944839225311,1.73327824347495,0.150737828186881
"mu",37.75,93,2.16410555630551,1.78527722491741,0.174442798415313
"mu",37.75,94,2.03172598747202,1.59508947332775,0.145766080715529
"mu",37.75,95,2.19136264712621,1.70547628979148,0.172495452947795
"mu",37.75,96,2.14425923545112,1.63929467004029,0.143517712079378
"mu",37.75,97,2.10014892164939,1.61842447478687,0.14433112936759
"mu",37.75,98,2.01592926932472,1.64617836532821,0.153188379573175
"mu",37.75,99,2.15745695645444,1.73605716604441,0.169489430139691
"mu",39.7916666666667,0,2.36685828585722,1.92285396052289,0.16743113905983
"mu",39.7916666666667,1,2.23395638376883,1.87354423027101,0.181661064591574
"mu",39.7916666666667,2,2.21893537783724,1.70997989477435,0.138509445546311
"mu",39.7916666666667,3,2.02219502223593,1.57615549872556,0.144225626408306
"mu",39.7916666666667,4,2.12391624510265,1.72951575892563,0.164462072514865
"mu",39.7916666666667,5,2.13448787476867,1.72329945008855,0.15342476363066
"mu",39.7916666666667,6,2.05539842914689,1.63119475030252,0.163838185451268
"mu",39.7916666666667,7,2.21863293249413,1.84201701855956,0.16640270050701
"mu",39.7916666666667,8,2.18338201044742,1.7396145575868,0.168292326001962
"mu",39.7916666666667,9,2.11258955594091,1.64181951610931,0.156087716989836
"mu",39.7916666666667,10,2.22373526249076,1.78908599249257,0.158412636937979
"mu",39.7916666666667,11,2.26949211565261,1.74270309340572,0.148093084343444
"mu",39.7916666666667,12,2.27498245220742,1.84713803306026,0.143078800264344
"mu",39.7916666666667,13,2.18354765651597,1.77075668715026,0.163957113912489
"mu",39.7916666666667,14,2.14329035872004,1.67086697744999,0.15666005198551
"mu",39.7916666666667,15,2.0907871806121,1.74949748013193,0.168840298623412
"mu",39.7916666666667,16,2.18305830743336,1.77383692421483,0.15106811000397
"mu",39.7916666666667,17,2.14659297597021,1.67633636600352,0.157168045238836
"mu",39.7916666666667,18,2.28988291497748,1.79885830421878,0.156513820109994
"mu",39.7916666666667,19,2.08927580083063,1.66367781329126,0.154632255401962
"mu",39.7916666666667,20,2.12528819411835,1.77302663455708,0.153651059740051
"mu",39.7916666666667,21,2.15239408957794,1.69515882163553,0.141863317648668
"mu",39.7916666666667,22,2.23646543779661,1.7559110271902,0.159968382491578
"mu",39.7916666666667,23,2.36908781858227,1.89849741119657,0.151717172995647
"mu",39.7916666666667,24,2.18433156665206,1.76739839895009,0.145646955101422
"mu",39.7916666666667,25,2.11667181274129,1.67987974596512,0.181213811129412
"mu",39.7916666666667,26,2.07186217741001,1.7045911905581,0.157496434066604
"mu",39.7916666666667,27,2.26892987334388,1.78247528815961,0.154705044352746
"mu",39.7916666666667,28,2.07705389365333,1.62895706895671,0.15964990708272
"mu",39.7916666666667,29,2.11644556531587,1.72552273966322,0.157512748876657
"mu",39.7916666666667,30,2.1734297019385,1.73229500996376,0.144529812717781
"mu",39.7916666666667,31,2.14099455145417,1.66063042334543,0.144366876414582
"mu",39.7916666666667,32,2.17143032712372,1.65252638339647,0.154003006038749
"mu",39.7916666666667,33,2.03390916887604,1.69848508406697,0.189472394932623
"mu",39.7916666666667,34,2.01518188079683,1.58889984475744,0.154035200631706
"mu",39.7916666666667,35,2.29791130426854,1.80069325384258,0.149415405730617
"mu",39.7916666666667,36,2.20003872562404,1.73322425016775,0.159678595161765
"mu",39.7916666666667,37,2.21298368144589,1.64728579435188,0.150162675215387
"mu",39.7916666666667,38,2.14966383272738,1.67236970746134,0.162320477556727
"mu",39.7916666666667,39,2.21060504865943,1.81238022446114,0.144741644862179
"mu",39.7916666666667,40,2.00847792266295,1.57377946448253,0.142634909811118
"mu",39.7916666666667,41,1.97620940650062,1.57178795905901,0.145001853196261
"mu",39.7916666666667,42,2.16769310894614,1.76999517368007,0.174576947895706
"mu",39.7916666666667,43,2.19669115669207,1.7532822976873,0.166493709161215
"mu",39.7916666666667,44,2.06221737005744,1.60209072440747,0.149062815463667
"mu",39.7916666666667,45,2.13973573115118,1.71078621038614,0.17002032674136
"mu",39.7916666666667,46,2.25885906448693,1.80775361372766,0.160393923292587
"mu",39.7916666666667,47,2.15590158448299,1.70981660011324,0.151827073272835
"mu",39.7916666666667,48,2.28758422987563,1.81786210905228,0.151041701767738
"mu",39.7916666666667,49,2.1124553187923,1.64585212396381,0.136849769321728
"mu",39.7916666666667,50,1.98419155658981,1.63842960566413,0.170390339398477
"mu",39.7916666666667,51,2.09865170557472,1.65372325183233,0.149648368908999
"mu",39.7916666666667,52,2.09155467706138,1.62528844772925,0.146633223827181
"mu",39.7916666666667,53,2.03842149033551,1.63152758920095,0.145536284072408
"mu",39.7916666666667,54,2.19464754838829,1.70680202627205,0.162272257308331
"mu",39.7916666666667,55,2.15059202801524,1.70162122623069,0.154454835527199
"mu",39.7916666666667,56,2.41827994394986,1.96398883949161,0.163574517727592
"mu",39.7916666666667,57,2.23597277104071,1.73537508362057,0.160915070956183
"mu",39.7916666666667,58,2.06204415517807,1.5822079513302,0.151885282904947
"mu",39.7916666666667,59,2.17428725971871,1.68043398860657,0.152466319346042
"mu",39.7916666666667,60,2.01750305517365,1.60879077123736,0.14527135899903
"mu",39.7916666666667,61,2.31219947000844,1.7891648749188,0.150607085349751
"mu",39.7916666666667,62,2.07852512420881,1.64179862441914,0.147681219631439
"mu",39.7916666666667,63,2.33531595999506,1.85938828624331,0.154941546051216
"mu",39.7916666666667,64,2.04963892775409,1.57340539093897,0.154705638565033
"mu",39.7916666666667,65,2.16842982245807,1.77323546102772,0.156321710004242
"mu",39.7916666666667,66,2.14574225587188,1.72099546957142,0.153540724513744
"mu",39.7916666666667,67,2.0858648109418,1.71508034064928,0.156282072214289
"mu",39.7916666666667,68,2.2319263357642,1.83762876089541,0.152335178660696
"mu",39.7916666666667,69,2.12100618396134,1.68311785834136,0.150133680844051
"mu",39.7916666666667,70,2.07279037900004,1.68421288913534,0.167301719169069
"mu",39.7916666666667,71,2.24137999989678,1.74998590822171,0.158767526887458
"mu",39.7916666666667,72,2.16495466298052,1.69348570284368,0.150317694386036
"mu",39.7916666666667,73,2.15186501008102,1.73910979873377,0.165115034590786
"mu",39.7916666666667,74,2.29691399502866,1.87675439867637,0.180846371662531
"mu",39.7916666666667,75,2.0404949207433,1.61824167523241,0.148550385392138
"mu",39.7916666666667,76,2.05159545215304,1.68458354369267,0.172195303691737
"mu",39.7916666666667,77,2.05259974659249,1.62742140599169,0.164186172903649
"mu",39.7916666666667,78,2.11748162361529,1.69066725024023,0.162264695945103
"mu",39.7916666666667,79,2.14141953991923,1.6821010182315,0.141422562928538
"mu",39.7916666666667,80,2.1538774834703,1.66149255093773,0.156496082913054
"mu",39.7916666666667,81,2.25472943795953,1.8069291129766,0.156901300329681
"mu",39.7916666666667,82,2.15446336056407,1.61653319300564,0.149713980689042
"mu",39.7916666666667,83,2.07921696408283,1.66700961577592,0.159836555720912
"mu",39.7916666666667,84,2.03657366654953,1.56155333151322,0.137768931036434
"mu",39.7916666666667,85,2.1877849346404,1.66730954750974,0.135269910409744
"mu",39.7916666666667,86,2.20251972008552,1.76713578414008,0.154587928846798
"mu",39.7916666666667,87,2.33679764262619,1.89286724116148,0.162473546336085
"mu",39.7916666666667,88,2.41461513579314,1.93939896179804,0.158019803643073
"mu",39.7916666666667,89,2.23039913391584,1.72161488655189,0.157502897429985
"mu",39.7916666666667,90,2.20730189350799,1.70330380101462,0.145055663805185
"mu",39.7916666666667,91,2.20888136777924,1.69749860101341,0.141412910765643
"mu",39.7916666666667,92,2.08075341993845,1.6465554032878,0.171667505649084
"mu",39.7916666666667,93,2.25849510039839,1.74212473280259,0.148454495431247
"mu",39.7916666666667,94,2.2011406410965,1.76264756900624,0.167641755713138
"mu",39.7916666666667,95,2.24251367002736,1.80838146256926,0.169300685476723
"mu",39.7916666666667,96,2.17069854171049,1.73578466978654,0.163241759529498
"mu",39.7916666666667,97,2.2293695797167,1.78695308297009,0.160649300862439
"mu",39.7916666666667,98,2.2660103426323,1.81555613014356,0.15498286076732
"mu",39.7916666666667,99,2.09833613080824,1.64809390252357,0.16549357510033
"mu",41.8333333333333,0,2.14819090376027,1.72624651458415,0.159209389839199
"mu",41.8333333333333,1,2.35017046895676,1.88000341706429,0.169355232577985
"mu",41.8333333333333,2,2.16792033741946,1.74884384617809,0.163520016471264
"mu",41.8333333333333,3,2.1774416090585,1.78955560989567,0.150566174642942
"mu",41.8333333333333,4,2.0106538185146,1.60744424633168,0.159341616480364
"mu",41.8333333333333,5,2.08299596449262,1.64320454575706,0.14573391079152
"mu",41.8333333333333,6,2.1254776894977,1.67503767469088,0.164256097674655
"mu",41.8333333333333,7,2.20062010864564,1.7129909595363,0.143908765738413
"mu",41.8333333333333,8,2.36488679987414,1.8672330171534,0.150997229991835
"mu",41.8333333333333,9,2.097786470953,1.63656596216931,0.15279035273802
"mu",41.8333333333333,10,2.25028467449098,1.74783636310279,0.142477320432723
"mu",41.8333333333333,11,2.29222297756181,1.77479060462793,0.160531027437981
"mu",41.8333333333333,12,2.13984706741114,1.71963335107251,0.153412878389934
"mu",41.8333333333333,13,2.25311218416324,1.83004007621665,0.145591263111631
"mu",41.8333333333333,14,2.04198191379065,1.69057325795068,0.164945707356269
"mu",41.8333333333333,15,2.16811374299816,1.76707997724078,0.180594222050323
"mu",41.8333333333333,16,2.06575205270686,1.65046491173002,0.147002320942495
"mu",41.8333333333333,17,2.29695739986873,1.78934276575192,0.142259215218692
"mu",41.8333333333333,18,2.17841626573876,1.71169680552368,0.147932904532085
"mu",41.8333333333333,19,2.25782984676705,1.7278078841242,0.149676725365703
"mu",41.8333333333333,20,2.2738320240973,1.77637042992446,0.145730101112861
"mu",41.8333333333333,21,2.18825632844739,1.71971361672065,0.162432460179729
"mu",41.8333333333333,22,2.37522731739806,1.87199667815912,0.155745487143345
"mu",41.8333333333333,23,2.11072598317735,1.64765646652153,0.153943703080951
"mu",41.8333333333333,24,2.2570082179444,1.7251281648312,0.147601808430831
"mu",41.8333333333333,25,2.27985449229776,1.76127362856204,0.154309272614219
"mu",41.8333333333333,26,2.0756157004075,1.64345439170447,0.151727725042848
"mu",41.8333333333333,27,2.02377946561448,1.63143515551506,0.149789773218459
"mu",41.8333333333333,28,2.30745924032428,1.8306952980289,0.167668686776666
"mu",41.8333333333333,29,2.14297987182347,1.70183816349028,0.145107210510952
"mu",41.8333333333333,30,2.16554904665793,1.74158634080489,0.154987701657917
"mu",41.8333333333333,31,2.16876883076812,1.67092831807036,0.152353499145404
"mu",41.8333333333333,32,2.05179911416793,1.62461767913681,0.166123937808746
"mu",41.8333333333333,33,2.07021723147516,1.61577347952563,0.137006695437042
"mu",41.8333333333333,34,1.95245390144659,1.54175489530152,0.165501440355155
"mu",41.8333333333333,35,2.26479643988908,1.79916265028333,0.162723078360902
"mu",41.8333333333333,36,2.15470287588452,1.69961032419364,0.15826031092264
"mu",41.8333333333333,37,2.31757601932419,1.89050814498135,0.158632979624494
"mu",41.8333333333333,38,1.99086906031607,1.54502028313883,0.145523139871348
"mu",41.8333333333333,39,2.04204071888199,1.57959847365295,0.148619366135937
"mu",41.8333333333333,40,2.17787512307007,1.72246028527452,0.145625776195543
"mu",41.8333333333333,41,2.04435465704701,1.58601501740588,0.153389142879589
"mu",41.8333333333333,42,2.11902480231814,1.71877193649878,0.156444045880589
"mu",41.8333333333333,43,2.18787717835997,1.69389686387821,0.135951162044134
"mu",41.8333333333333,44,2.03488977525616,1.58908356053114,0.14661982048151
"mu",41.8333333333333,45,2.22762574795379,1.75454309809527,0.146701760189674
"mu",41.8333333333333,46,2.05995166720359,1.64296826018814,0.151556395167726
"mu",41.8333333333333,47,2.2710951898144,1.78147029157914,0.16696897504458
"mu",41.8333333333333,48,2.17907533432057,1.66317459723472,0.13735732148143
"mu",41.8333333333333,49,2.21602135365356,1.7181591139025,0.14637878526173
"mu",41.8333333333333,50,2.15800002863517,1.72258372883027,0.152397613236002
"mu",41.8333333333333,51,2.17355588275313,1.70454468431799,0.151612983018102
"mu",41.8333333333333,52,2.22860821654238,1.79750805630257,0.161334528598185
"mu",41.8333333333333,53,2.23075533933093,1.75879317131876,0.1531766248061
"mu",41.8333333333333,54,2.30213169125113,1.89366700405139,0.156031119178184
"mu",41.8333333333333,55,2.21037774954259,1.8218386034081,0.173652385843531
"mu",41.8333333333333,56,1.96758418010722,1.54882085856816,0.156071415614975
"mu",41.8333333333333,57,2.24415562123048,1.85116221008001,0.166139724252039
"mu",41.8333333333333,58,2.2447566811184,1.78553089565483,0.159217168260722
"mu",41.8333333333333,59,2.29989562846774,1.79446967981547,0.136307143861648
"mu",41.8333333333333,60,2.21022213960345,1.75291686468047,0.159930030068361
"mu",41.8333333333333,61,2.18129309322116,1.67100472891302,0.156048199871806
"mu",41.8333333333333,62,2.16339902364456,1.78122905653584,0.168257769368886
"mu",41.8333333333333,63,2.30963710483843,1.85068408000301,0.163346645899162
"mu",41.8333333333333,64,2.19944495977875,1.6995716835145,0.157540390662783
"mu",41.8333333333333,65,2.30987462725277,1.81319402883849,0.146708480880932
"mu",41.8333333333333,66,2.35622756087645,1.85737710405286,0.16704729092772
"mu",41.8333333333333,67,2.0659703926184,1.64770536267753,0.155406028443713
"mu",41.8333333333333,68,2.31201020773587,1.8719932202394,0.170665655092253
"mu",41.8333333333333,69,2.10779077202174,1.63736832520735,0.147580225160138
"mu",41.8333333333333,70,2.2477171516574,1.7945598157566,0.169074627357519
"mu",41.8333333333333,71,2.17818120945331,1.70625629276937,0.160910778218872
"mu",41.8333333333333,72,2.20308326447028,1.68001047225709,0.138566762510854
"mu",41.8333333333333,73,2.11636376640273,1.63602098945615,0.15428142694887
"mu",41.8333333333333,74,2.17461368634652,1.6775884105866,0.157401946248005
"mu",41.8333333333333,75,2.35137697395231,1.90465344981603,0.160590914021983
"mu",41.8333333333333,76,2.33057042364923,1.88498894156669,0.162115515449344
"mu",41.8333333333333,77,1.93296038348767,1.47806056524927,0.14730850312683
"mu",41.8333333333333,78,2.23038265425237,1.73739774141354,0.150930927499111
"mu",41.8333333333333,79,2.2811909241607,1.75772542203692,0.153535342463565
"mu",41.8333333333333,80,2.24222655849837,1.77680663923537,0.155022014986398
"mu",41.8333333333333,81,2.11988802444486,1.68178870746098,0.15769024995718
"mu",41.8333333333333,82,2.21647807410896,1.70049731304851,0.152810529651248
"mu",41.8333333333333,83,2.14538313129459,1.77773612074884,0.180236288657425
"mu",41.8333333333333,84,1.9990460359025,1.60494104817757,0.162191194516891
"mu",41.8333333333333,85,2.28170686628941,1.7712196926359,0.16309460974762
"mu",41.8333333333333,86,2.24505523051302,1.82017297513785,0.166165690684923
"mu",41.8333333333333,87,2.15623971065304,1.82816598657623,0.167008404134791
"mu",41.8333333333333,88,2.17123725275935,1.75461730743691,0.169466616788505
"mu",41.8333333333333,89,2.31629619534289,1.85398324324398,0.159532713976825
"mu",41.8333333333333,90,2.1160276978496,1.62185557461643,0.160798790803346
"mu",41.8333333333333,91,2.2466612575718,1.83834200179258,0.162205348663246
"mu",41.8333333333333,92,2.21351679837171,1.74358569473452,0.141407507709458
"mu",41.8333333333333,93,2.20035002989258,1.71843080226883,0.158046166773589
"mu",41.8333333333333,94,2.13080022555997,1.76230791343731,0.168551277288518
"mu",41.8333333333333,95,2.05277714576395,1.55658890145349,0.134893783709401
"mu",41.8333333333333,96,1.97708115145475,1.58298664388747,0.158233973818289
"mu",41.8333333333333,97,2.28961248032385,1.78321157872942,0.146876440331118
"mu",41.8333333333333,98,2.10212207422558,1.66803331185031,0.150686521738326
"mu",41.8333333333333,99,2.25434924940106,1.78499919010484,0.157770062430106
"mu",43.875,0,2.27496063957039,1.80531909138118,0.162752698241207
"mu",43.875,1,2.21851515515404,1.77095905412221,0.161420383630947
"mu",43.875,2,2.20008104712078,1.74405975293845,0.158344642838991
"mu",43.875,3,2.24979058557092,1.82826326612685,0.160428096467163
"mu",43.875,4,2.26539491794603,1.84789394485372,0.182531428239826
"mu",43.875,5,2.22410682970295,1.76463870603667,0.162568033806615
"mu",43.875,6,2.21485917064652,1.71812935494968,0.158781239648829
"mu",43.875,7,1.98882062793531,1.59373226768233,0.151338407004506
