"panel","true_value","rep","ml_width_mu","ml_width_sigma","ml_width_xi"
"mu",7.125,15,2.38301596884692,1.83426919760323,0.153585274482599
"mu",7.125,16,2.20019014669104,1.72398394590627,0.153534513551327
"mu",7.125,17,2.2430254513129,1.78986576301881,0.153485773284974
"mu",7.125,18,2.2024229539871,1.80723369382845,0.171599050400181
"mu",7.125,19,2.24276814060051,1.83155311734741,0.168594630238136
"mu",7.125,20,2.33019668553142,1.82301792598508,0.138921350811108
"mu",7.125,21,2.22461959684064,1.73692288911909,0.151368383775105
"mu",7.125,22,2.13990114585776,1.68602248953644,0.168621277230003
"mu",7.125,23,2.2477930366149,1.75311259347033,0.151554007838493
"mu",7.125,24,2.26768006753693,1.80219744577778,0.163425016544698
"mu",7.125,25,2.06683766505637,1.5987365747941,0.148996020311601
"mu",7.125,26,2.19764740159556,1.70852920254467,0.163317248910724
"mu",7.125,27,2.34475173433962,1.93028658758722,0.16725201996948
"mu",7.125,28,2.3377459159833,1.88428032045707,0.165668906659307
"mu",7.125,29,2.17706631708482,1.68386066834322,0.154308423257911
"mu",7.125,30,2.13742268650554,1.71085474478804,0.162698958423152
"mu",7.125,31,2.13171954215757,1.65653807312543,0.143590733202957
"mu",7.125,32,2.17774979666862,1.74386274202916,0.147089398422374
"mu",7.125,33,2.19768565299146,1.74025937905608,0.14838120662076
"mu",7.125,34,2.27491326536377,1.75763167790153,0.153523376548895
"mu",7.125,35,2.13214187877992,1.71561043435359,0.166378232628413
"mu",7.125,36,2.09904530504294,1.6186144843786,0.147319020741491
"mu",7.125,37,2.26814805590479,1.88660336305884,0.17197781924234
"mu",7.125,38,2.19734358299717,1.69538142326819,0.14792142073505
"mu",7.125,39,2.28554561026314,1.85871428700838,0.154225145801211
"mu",7.125,40,2.10972556753812,1.66113766400742,0.156239206128258
"mu",7.125,41,2.20352944005878,1.75680294570927,0.150343079914004
"mu",7.125,42,2.13069278796629,1.70856496642146,0.161544249861875
"mu",7.125,43,2.02046380990865,1.68796251232515,0.165424094035194
"mu",7.125,44,2.20576998696416,1.78000485976165,0.146656598069842
"mu",7.125,45,2.3478926603916,1.91498158985875,0.165401139874651
"mu",7.125,46,2.05739100029004,1.61211944536651,0.157467399657321
