panel,true_value,rep,nn_width_mu,nn_width_sigma,nn_width_xi
mu,35.70833333333333,62,2.2599721757667552,1.9091776645585785,0.16997821778059002
mu,35.70833333333333,63,1.9911433440463426,1.7827303705667443,0.15369127988815307
mu,35.70833333333333,64,2.2410970109381765,1.9473804031013913,0.1626078762114048
mu,35.70833333333333,65,2.315752138802253,2.1593288083130346,0.17159040793776503
mu,35.70833333333333,66,2.121103250148373,2.1335849252576224,0.1634674221277237
mu,35.70833333333333,67,2.2206468917045825,2.0677819404939886,0.1620458677411079
mu,35.70833333333333,68,2.4453989463944907,2.2416948088791706,0.17706519067287443
mu,35.70833333333333,69,2.2460441239315827,1.9889301031172817,0.16572225391864776
mu,35.70833333333333,70,2.2246145601081224,1.8256918976671308,0.1551748387515545
mu,35.70833333333333,71,2.1221483327873827,1.8824657909362887,0.1633724734187126
mu,35.70833333333333,72,2.232005201909793,1.9447999117299446,0.17717963010072707
mu,35.70833333333333,73,2.382710205514236,2.0517227153291113,0.16687131822109222
mu,35.70833333333333,74,2.3994488364832023,1.9411447100018169,0.16472654305398465
mu,35.70833333333333,75,2.287307970021942,2.0110402200442827,0.15881284549832345
mu,35.70833333333333,76,2.153408962067026,1.9317962828688913,0.16104929745197294
mu,35.70833333333333,77,2.3512154677273642,1.9999281357188607,0.15866051614284515
mu,35.70833333333333,78,2.303746325095169,2.1750984826058364,0.1680596023797989
mu,35.70833333333333,79,2.2384388924494942,1.929821876723416,0.16933573409914965
mu,35.70833333333333,80,1.9583778898161341,1.8056851227194173,0.1758363999426365
mu,35.70833333333333,81,2.4265082999494396,2.042780556138773,0.15571102872490877
mu,35.70833333333333,82,2.268652484993531,1.9894881475753188,0.1534235455095768
mu,35.70833333333333,83,2.2053756532800577,1.8911926796407492,0.16069442853331561
mu,35.70833333333333,84,2.2837812650437854,1.9007899631129987,0.1688761569559574
mu,35.70833333333333,85,2.0915025505237566,1.8346516755465974,0.15577102079987526
mu,35.70833333333333,86,2.558942834945455,2.1397973276035316,0.17243696972727773
mu,35.70833333333333,87,2.329863416240478,2.1424120779723292,0.1784504987299442
mu,35.70833333333333,88,2.3240157850604604,1.9740719609772164,0.16266024112701413
mu,35.70833333333333,89,2.2061297830584508,1.8606365533615783,0.16970836743712425
mu,35.70833333333333,90,2.2258723276691654,2.128201691330764,0.18389712013304235
mu,35.70833333333333,91,2.206940473631171,1.9835276892885592,0.1706846475601196
mu,35.70833333333333,92,2.170979303823927,1.9080239337956826,0.16738937087357042
mu,35.70833333333333,93,2.2021848621986635,1.986549996014583,0.16285388469696044
mu,35.70833333333333,94,2.342478821095483,2.16836724598771,0.1588335908949375
mu,35.70833333333333,95,2.2405526335028156,2.25666061747941,0.1791950576007366
mu,35.70833333333333,96,2.282013856938036,2.0223247721706716,0.16931123957037925
mu,35.70833333333333,97,2.185640671715383,1.9400328908778715,0.1677206762135029
mu,35.70833333333333,98,2.2324139139786396,1.9584602370168245,0.15434715300798413
mu,35.70833333333333,99,2.3775373958247528,1.938425545544499,0.16073790714144703
mu,37.75,0,2.2274401420866283,1.7504105651173187,0.16761160120368004
mu,37.75,1,2.273080618106512,1.9545204481152485,0.1638527311384678
mu,37.75,2,2.1968555753710532,1.9594996729140597,0.16348092183470728
mu,37.75,3,2.2180993146584314,1.792486233375584,0.17483319118618965
mu,37.75,4,2.202556967277424,2.0871992795060414,0.16189917027950287
mu,37.75,5,2.4419893440495812,1.9528900446804993,0.16124393753707406
mu,37.75,6,2.288532827891892,2.190925972402173,0.1773649103939533
mu,37.75,7,2.3092032734708994,2.04351434873489,0.1638133838772774
mu,37.75,8,2.272005318176916,2.0166619821190075,0.17201565876603123
mu,37.75,9,2.066310727308469,1.7633299936899487,0.16970365941524507
mu,37.75,10,2.363232328066644,1.9673746345964336,0.1641899615526199
mu,37.75,11,2.4100662333703653,2.244491533603995,0.16985576301813124
mu,37.75,12,2.2814100445633585,2.0250310003490544,0.1704538308084011
mu,37.75,13,2.061778239347909,1.9088140288167992,0.15871292948722837
mu,37.75,14,2.39621780562517,2.0128958315923473,0.16105893775820732
mu,37.75,15,2.437079001271414,1.9591539260714352,0.16457721889019009
mu,37.75,16,2.2196845269979733,2.1441446240070494,0.17125572338700296
mu,37.75,17,2.287186651239324,1.87505883947677,0.16096309572458267
mu,37.75,18,2.120395343093726,1.7801062708006317,0.1599509350955486
mu,37.75,19,2.48535614516652,2.057778695204604,0.16527610644698143
mu,37.75,20,2.4624393992470743,1.9358597401442434,0.16602132916450502
mu,37.75,21,2.2935560191695075,1.9108854289545931,0.1645913179963827
mu,37.75,22,2.258145551203924,1.8782559746821779,0.17023738250136375
mu,37.75,23,2.340312439441,1.858838668382738,0.15486931055784225
mu,37.75,24,2.2116915817207783,2.0469043508575986,0.16010057106614115
mu,37.75,25,2.267718096241687,2.0371195231687445,0.15470821410417554
mu,37.75,26,2.386971524829761,2.191517020913457,0.16462995707988737
mu,37.75,27,2.21881704006082,2.2411432839228613,0.16761678531765933
mu,37.75,28,2.1368976116843044,1.95432807806937,0.15776785016059872
mu,37.75,29,2.3734053519144354,2.1877794700941458,0.17359057739377015
mu,37.75,30,2.3282952571921456,1.9464624198306826,0.16326333694159983
mu,37.75,31,2.203168005742114,1.8962805175871758,0.1588493637740612
mu,37.75,32,2.3399889590923735,2.077291517756997,0.16703007519245144
mu,37.75,33,2.2928318044432814,2.022980581848575,0.16206932216882708
mu,37.75,34,2.41016299293603,2.126917770555611,0.15780287906527518
mu,37.75,35,2.39359458809885,2.142598753268228,0.16749536395072934
mu,37.75,36,2.6751157622292894,2.4528499355422877,0.1640756197273731
mu,37.75,37,2.5127410054251627,2.0114578732568855,0.1734714902937412
mu,37.75,38,2.2752337238624207,1.983742705610842,0.16582895591855046
mu,37.75,39,2.2397238645581936,1.9591389155634538,0.16341365426778792
mu,37.75,40,2.1587708536814176,1.89354597139846,0.16712978333234785
mu,37.75,41,2.2871895139620477,2.0408434666133477,0.1696982622146606
mu,37.75,42,2.3122715842469006,1.9865089811199024,0.1553778126835823
mu,37.75,43,2.2838537884108163,2.0955351582860953,0.16594295501708983
mu,37.75,44,2.3041222047188796,2.036483393443845,0.16995024159550667
mu,37.75,45,2.1239699227442514,1.8717100321505367,0.15813425406813625
mu,37.75,46,2.3383833328663073,2.202643881605665,0.1671651817858219
mu,37.75,47,2.105653000743466,1.9998859447950874,0.17346669435501094
mu,37.75,48,2.246491651147032,1.8059346862530354,0.16163683533668516
mu,37.75,49,2.197428923191282,2.1139246837756662,0.16905325353145595
mu,37.75,50,2.340492243861057,2.0810837431038482,0.16630751714110376
mu,37.75,51,2.1877110728340057,1.938287676432239,0.16229965314269063
mu,37.75,52,2.1096633752687453,1.9187369426921848,0.1674976855516433
mu,37.75,53,2.0938568781942166,1.8855305479669209,0.1729506969451904
mu,37.75,54,2.5255655453300747,2.1206990292643706,0.17305761873722075
mu,37.75,55,2.569579291884857,2.173608571114487,0.17198007404804228
mu,37.75,56,2.200068333482186,2.031418259782429,0.1752877615392208
mu,37.75,57,2.3497289842191265,2.1936420287251845,0.17760258130729195
mu,37.75,58,2.444902438837879,2.162428740227176,0.17780233994126315
mu,37.75,59,2.014443537540096,1.8816182482325257,0.16683234944939607
mu,37.75,60,2.357984631034981,2.0476551064905326,0.16344343647360796
mu,37.75,61,2.0892354862735942,1.8855675813849722,0.16913996934890746
mu,37.75,62,2.347455627068861,1.920398808753811,0.16799319013953207
mu,37.75,63,2.3010635803370008,1.9964467572923397,0.16419509723782538
mu,37.75,64,2.3863430866370905,2.0581930678573332,0.15933236703276632
mu,37.75,65,2.176899875957666,2.039996647561516,0.1780972421169281
mu,37.75,66,2.223176655907203,1.9519171973383553,0.15918020755052564
mu,37.75,67,2.41776922427168,2.06829690510893,0.1558281414210796
mu,37.75,68,2.054320534385937,2.0006315988292744,0.17665864005684848
mu,37.75,69,2.2180232952421477,1.953473363030339,0.1558479033410549
mu,37.75,70,2.1511279204295874,1.7770540725824446,0.15739193037152288
mu,37.75,71,2.267866711536996,2.21315067998669,0.16584648266434668
mu,37.75,72,2.303430492725134,2.020982580980478,0.163538334518671
mu,37.75,73,2.242999541368981,1.86943503120869,0.16674932315945623
mu,37.75,74,2.2044884485329277,1.8561149822931,0.15940671078860758
mu,37.75,75,2.342855187966549,2.147831716774494,0.1721809677779675
mu,37.75,76,2.2566984596727195,1.8932808111325663,0.15157138556241984
mu,37.75,77,2.5621284996331255,2.114479309041286,0.171103685349226
mu,37.75,78,2.2271828614633904,1.993431356771314,0.15912041887640951
mu,37.75,79,2.3974399360317307,2.004549273059842,0.16802856028079988
mu,37.75,80,2.315571248759653,2.08477180840886,0.16676726117730137
mu,37.75,81,2.104988412831645,1.829111008026329,0.1753667548298836
mu,37.75,82,1.9929527065626687,1.666210768619937,0.16271214559674263
mu,37.75,83,2.123327686098534,1.8709967043618203,0.1719818592071533
mu,37.75,84,2.183352340871288,1.9185385054750075,0.1586293667554855
mu,37.75,85,2.4634622499187913,2.3074823143269327,0.17600304633378983
mu,37.75,86,2.2455847870746126,1.983945954772576,0.1609939865767956
mu,37.75,87,2.4214810365024135,2.230693183911468,0.16514700502157212
mu,37.75,88,2.2979496236131496,2.219354222765899,0.18218506425619124
mu,37.75,89,2.1791673881793088,1.926275372889366,0.16078044623136517
mu,37.75,90,2.1375170733417903,1.8604374992733046,0.16191737912595272
mu,37.75,91,2.3697892787033794,2.0021359511243872,0.1746995560824871
mu,37.75,92,2.1540693468031904,2.007563500243073,0.16580520719289776
mu,37.75,93,2.2193294647248862,2.0835140048123986,0.1728106804192066
mu,37.75,94,2.129752168899465,1.8679728993031652,0.1670996278524399
mu,37.75,95,2.2405363389129462,1.899315943891997,0.15225801840424535
mu,37.75,96,2.235866364788272,1.9677100901446103,0.16456362605094907
mu,37.75,97,2.316957185825089,2.0465454314309195,0.15993993282318114
mu,37.75,98,2.226786015199643,2.1167079495999204,0.16702964231371875
mu,37.75,99,2.2400692982571613,1.9982915900791856,0.1761479340493679
mu,39.79166666666666,0,2.6027618447193532,2.373274171332639,0.17045708298683165
mu,39.79166666666666,1,2.482522115056547,2.2399741622277656,0.1824764613062143
mu,39.79166666666666,2,2.1427208724869686,1.8772841833934741,0.16376524418592447
mu,39.79166666666666,3,2.115230095278065,1.8657893262187653,0.17374064028263092
mu,39.79166666666666,4,2.093572302752065,1.9708537924033962,0.1768762931227684
mu,39.79166666666666,5,2.141333148850194,2.0142804293328815,0.16126418039202686
mu,39.79166666666666,6,2.107142957616645,1.8499564645570423,0.1596184387803078
mu,39.79166666666666,7,2.3944641478264472,2.157146986004003,0.17776810228824613
mu,39.79166666666666,8,2.2788954467706333,2.0719094940090574,0.1574713543057442
mu,39.79166666666666,9,2.314620845879702,1.721997131983903,0.15684690475463864
mu,39.79166666666666,10,2.2018217521030863,2.0183755667350027,0.16318608596920967
mu,39.79166666666666,11,2.4678085659062177,2.0276696080021352,0.15946381799876688
mu,39.79166666666666,12,2.5023171235328903,2.35440622326116,0.16709787994623182
mu,39.79166666666666,13,2.260597108741827,2.0864595647606183,0.1779166959226131
mu,39.79166666666666,14,2.338837922103913,1.9987717108060057,0.16619344875216485
mu,39.79166666666666,15,2.1036062726693743,2.1322301076784917,0.17049959525465966
mu,39.79166666666666,16,2.317442602056758,2.0713317392746546,0.1702265441417694
mu,39.79166666666666,17,2.162565195599967,1.8880375626191146,0.1647591337561607
mu,39.79166666666666,18,2.304023598314558,2.039526243768,0.15902218446135513
mu,39.79166666666666,19,2.1861171302011186,1.966716255009592,0.16166546791791914
mu,39.79166666666666,20,2.4081406020957132,2.2891477055722493,0.18132629059255123
mu,39.79166666666666,21,2.3608793414525664,2.066890901576297,0.17045801281929013
mu,39.79166666666666,22,2.3711208528584606,2.1668263007127475,0.1660991050302982
mu,39.79166666666666,23,2.4369684551613133,2.380172926635172,0.17053136900067328
mu,39.79166666666666,24,2.309256074676064,2.240592557823101,0.17884076535701746
mu,39.79166666666666,25,2.1921354240511235,1.916304120636923,0.17347752824425697
mu,39.79166666666666,26,2.2582867225508423,2.1026827509228916,0.16625154241919518
mu,39.79166666666666,27,2.3830358276197927,2.161263589487655,0.17523975297808642
mu,39.79166666666666,28,2.0841360058854903,1.8564714722055378,0.164164312928915
mu,39.79166666666666,29,2.364780181749751,2.0658308377395986,0.17063960582017898
mu,39.79166666666666,30,2.1229179341695286,1.864864644392922,0.1607048623263836
mu,39.79166666666666,31,2.0522824639701938,1.779954614070185,0.1559031929820776
mu,39.79166666666666,32,2.293447329069693,1.8915118195905087,0.15977218747138977
mu,39.79166666666666,33,2.0534315708947943,1.9434744025029893,0.17495753169059755
mu,39.79166666666666,34,2.0921498015835738,1.766227542327968,0.1672039866447449
mu,39.79166666666666,35,2.603069627326569,2.1772133370319597,0.16034451574087139
mu,39.79166666666666,36,2.2399964592233914,2.023401991610319,0.16964534819126129
mu,39.79166666666666,37,2.2158506597985763,2.025047153449133,0.15695904493331908
mu,39.79166666666666,38,2.129087127266395,1.8900892580922637,0.16815181225538253
mu,39.79166666666666,39,2.497732823138371,2.3246011567696137,0.1846395768225193
mu,39.79166666666666,40,2.1208660892574756,1.8490567416745467,0.16492723748087879
mu,39.79166666666666,41,2.189990486459884,1.907240921136335,0.16922709345817566
mu,39.79166666666666,42,2.2501809428607444,1.9801134249915506,0.1614757403731346
mu,39.79166666666666,43,2.2870627491162026,2.061461740078917,0.15831826105713845
mu,39.79166666666666,44,2.123920769573779,1.8157639566480963,0.16377650648355485
mu,39.79166666666666,45,2.225027391913102,1.9804449170009555,0.169595967233181
mu,39.79166666666666,46,2.3967618955720695,2.1798106351964375,0.17023494616150855
mu,39.79166666666666,47,2.2521944557293097,2.0280485958457373,0.16482997834682464
mu,39.79166666666666,48,2.35603321940998,2.0830317147885573,0.1625318542122841
mu,39.79166666666666,49,2.2791815052562825,1.9057625492949253,0.15833280682563783
mu,39.79166666666666,50,1.9150980381022649,1.7729423370496828,0.17610447630286216
mu,39.79166666666666,51,2.158411466785296,1.9295945227601088,0.1619326651096344
mu,39.79166666666666,52,2.2040032065213637,1.7699124246541054,0.16333940029144284
mu,39.79166666666666,53,2.1439058297592766,1.9255156694244882,0.17721833810210225
mu,39.79166666666666,54,2.1024754175559224,1.8763343116685114,0.16532852724194524
mu,39.79166666666666,55,2.2845722465968805,2.0553582736489364,0.16428183913230887
mu,39.79166666666666,56,2.2952613529071115,2.1816601209414124,0.1661017537117004
mu,39.79166666666666,57,2.201169557054044,1.947610120573648,0.15789996199309822
mu,39.79166666666666,58,2.0689030976082776,1.849025439090786,0.1622353009879589
mu,39.79166666666666,59,2.268285871809077,1.9140331166149345,0.16486709117889403
mu,39.79166666666666,60,2.1449001465305955,1.830116394690613,0.1669346310198307
mu,39.79166666666666,61,2.4027840615091733,2.10528899772674,0.16636987999081612
mu,39.79166666666666,62,2.135444952361489,1.908319650173171,0.1609504416584968
mu,39.79166666666666,63,2.422160276276024,2.119721847585481,0.16403586268424986
mu,39.79166666666666,64,2.023307639899315,1.8913771908487096,0.16578758247196673
mu,39.79166666666666,65,2.291034995336126,2.192365084783093,0.17510832771658894
mu,39.79166666666666,66,2.156567917270287,1.8810437810897476,0.16636769697070122
mu,39.79166666666666,67,2.1579503712157404,1.8625264696284898,0.15866255089640616
mu,39.79166666666666,68,2.2820936034173727,2.2809950911706824,0.16338112428784368
mu,39.79166666666666,69,2.279687160604027,2.1243215645678593,0.16606474816799163
mu,39.79166666666666,70,2.0125067360307014,1.780627627289487,0.16965574324131005
mu,39.79166666666666,71,2.3409342771404695,1.9906502558675854,0.15801127851009367
mu,39.79166666666666,72,2.3525216599422123,1.9236506917762082,0.15593438670039173
mu,39.79166666666666,73,2.0864494080786287,2.0148775740807814,0.1702803134918213
mu,39.79166666666666,74,2.3817949347863205,2.1744130164086766,0.17336973771452907
mu,39.79166666666666,75,2.072455325190205,1.857067290829871,0.16996599212288854
mu,39.79166666666666,76,1.968942079305144,1.8742525249491369,0.16022828221321103
mu,39.79166666666666,77,2.1894672789139094,1.8755125923387173,0.15571604743599884
mu,39.79166666666666,78,2.132418050398222,2.044514997455755,0.1688219204545021
mu,39.79166666666666,79,2.3908175248265238,2.027675089239919,0.16492227539420126
mu,39.79166666666666,80,2.2694691521673604,1.8499843063265082,0.15715735442936418
mu,39.79166666666666,81,2.355808224678867,2.138239383826871,0.17440210208296775
mu,39.79166666666666,82,2.2702116783641557,1.9165258316215255,0.16732449159026141
mu,39.79166666666666,83,2.019144912856021,1.8996260652945818,0.1645793095231056
mu,39.79166666666666,84,2.1694524034459306,1.9732155065848005,0.15817705020308492
mu,39.79166666666666,85,2.1514868484501406,1.9416064766053438,0.1650925137102604
mu,39.79166666666666,86,2.333232706321084,2.1034726241445174,0.16751175150275233
mu,39.79166666666666,87,2.3607067302626135,2.0719746608774976,0.17194655090570451
mu,39.79166666666666,88,2.5213099428230805,2.3186288915230495,0.16356506794691084
mu,39.79166666666666,89,2.219440105731209,2.012210318702138,0.159687789529562
mu,39.79166666666666,90,2.3090752883540517,2.1078486860090173,0.15951246842741967
mu,39.79166666666666,91,2.160466558484444,1.9572437530403448,0.1650174643844366
mu,39.79166666666666,92,2.163249729015547,1.8713606281308657,0.1649527408182621
mu,39.79166666666666,93,2.3072453872254712,2.144609720302922,0.16303374394774436
mu,39.79166666666666,94,2.240151542313278,1.9588126971200328,0.1623113982379436
mu,39.79166666666666,95,2.3101541081842782,2.115264923848553,0.17753104194998742
mu,39.79166666666666,96,2.2755555121438746,1.9220115563359723,0.1578747749328613
mu,39.79166666666666,97,2.2285870636062626,2.0265978932697237,0.1733801312744617
mu,39.79166666666666,98,2.4396529560867677,2.0669903261519025,0.16602968648076055
mu,39.79166666666666,99,2.0810575132755957,1.8207917658565673,0.17337672039866447
mu,41.83333333333333,0,2.0463673832005753,1.938106578487007,0.1738858141005039
mu,41.83333333333333,1,2.354935012569193,2.2577353926875023,0.17261026203632354
mu,41.83333333333333,2,2.2552994508356363,2.048898806178526,0.1704159878194332
mu,41.83333333333333,3,2.401882729280935,1.9843614493302137,0.1717000529170036
mu,41.83333333333333,4,1.9706072066886833,1.8861603659921116,0.1738826170563698
mu,41.83333333333333,5,2.000554207717144,1.957249727938727,0.16465173661708832
mu,41.83333333333333,6,2.130331311732334,1.7747261132653858,0.16841827109456065
mu,41.83333333333333,7,2.3141728359803935,2.0406783920557814,0.16199151203036308
mu,41.83333333333333,8,2.3299894924859927,2.151773546377232,0.16707501262426375
mu,41.83333333333333,9,2.227045839630243,1.9661412983707294,0.1607096716761589
mu,41.83333333333333,10,2.2524420547136472,2.011110552781588,0.16710682734847065
mu,41.83333333333333,11,2.3151761629853738,2.033684660079736,0.15546362623572346
mu,41.83333333333333,12,2.2801592092209972,1.9683473764769648,0.1673479065299034
mu,41.83333333333333,13,2.4252930727123214,2.2390367193799303,0.17083173096179965
mu,41.83333333333333,14,2.0427350502462005,1.8933536107262299,0.16322435811161995
mu,41.83333333333333,15,2.2978967186350374,2.150449931050016,0.16756208315491677
mu,41.83333333333333,16,2.040238997255834,1.8276096953835772,0.15929403752088542
mu,41.83333333333333,17,2.360860567969759,2.095582479486115,0.1721537627279758
mu,41.83333333333333,18,2.2194682586507355,1.9443985040735878,0.16870203763246538
mu,41.83333333333333,19,2.273207923050556,2.014941691307822,0.16678754985332486
mu,41.83333333333333,20,2.4500418886946065,2.0756802191283388,0.16234435215592385
mu,41.83333333333333,21,2.0822437226756776,1.782718395089912,0.15526193305850028
mu,41.83333333333333,22,2.3874877681902404,2.067943708716502,0.1727080464363098
mu,41.83333333333333,23,1.9772150402796882,1.8686668121744514,0.1599399089813232
mu,41.83333333333333,24,2.1891036241147788,2.0105868442768386,0.16713111102581024
mu,41.83333333333333,25,2.341447830471182,1.9751673944073165,0.15234684348106384
mu,41.83333333333333,26,2.0922039123271006,1.8278394374929725,0.16794668734073637
mu,41.83333333333333,27,2.1744291050430746,1.813108909040654,0.16539207249879836
mu,41.83333333333333,28,2.3067111704049026,2.155363741559686,0.16116740852594375
mu,41.83333333333333,29,2.2180644411972352,1.9318481685240698,0.16033844649791712
mu,41.83333333333333,30,2.1884867953004488,2.0045963352019633,0.17315557673573492
mu,41.83333333333333,31,2.205904317683107,1.916915392463503,0.153899447619915
mu,41.83333333333333,32,2.077595008561538,1.8333867515140607,0.16737183928489682
mu,41.83333333333333,33,1.9331206520499506,1.820483932043091,0.16576624065637585
mu,41.83333333333333,34,2.029095831758106,1.8193156169112914,0.16242180913686755
mu,41.83333333333333,35,2.3464860702683197,2.1633397740370732,0.15917544141411774
mu,41.83333333333333,36,2.2622992575174337,2.0116217933354275,0.16655105501413348
mu,41.83333333333333,37,2.5160142706405537,2.1855720483942687,0.1775676093995571
mu,41.83333333333333,38,2.062982364549889,1.8716862801910885,0.1623325303196907
mu,41.83333333333333,39,2.10704491710257,1.8223863337498134,0.16906930208206172
mu,41.83333333333333,40,2.285799944011174,1.940746391029732,0.1710040993988514
mu,41.83333333333333,41,2.1020537675989175,1.800388532076262,0.16133608296513557
mu,41.83333333333333,42,2.1672559205908826,2.0372594846385166,0.168840816617012
mu,41.83333333333333,43,2.5011988179819795,2.047237715638124,0.17211087346076964
mu,41.83333333333333,44,2.1161949371521303,1.8742508706401644,0.16532639116048814
mu,41.83333333333333,45,2.3338879778246664,2.168602157184635,0.1633753888309002
mu,41.83333333333333,46,2.179350844447093,1.9001198331742621,0.17904838398098943
mu,41.83333333333333,47,2.384663242615268,1.9620478146536815,0.16598224267363546
mu,41.83333333333333,48,2.2975750822213072,1.8721606525286063,0.16881964281201364
mu,41.83333333333333,49,2.229287191306433,1.927686249551618,0.16231158822774885
mu,41.83333333333333,50,2.1710970488978347,2.019480055556679,0.16598314419388768
mu,41.83333333333333,51,2.2611215519665606,1.8763654152048144,0.1661902666091919
mu,41.83333333333333,52,2.3894849710044284,2.0476548847680487,0.17386643365025517
mu,41.83333333333333,53,2.336144073848523,2.0851006898540856,0.16644248217344282
mu,41.83333333333333,54,2.2709078887547847,2.168966645241049,0.16397361159324642
mu,41.83333333333333,55,2.345568729591612,2.2297978566692365,0.16611187383532516
mu,41.83333333333333,56,2.083106026531617,1.8488689074745466,0.1652698762714863
mu,41.83333333333333,57,2.3498597566334283,2.331976122665713,0.17202463597059248
mu,41.83333333333333,58,2.1729077627714872,2.1798851902845566,0.16733151972293853
mu,41.83333333333333,59,2.393016921916548,2.055245102048664,0.16882773116230965
mu,41.83333333333333,60,2.3701279001145323,1.9655439406503472,0.16936662867665292
mu,41.83333333333333,61,2.3574612224015468,1.8217105432885514,0.16752540878951547
mu,41.83333333333333,62,2.123411124310053,1.9662989447607426,0.17311104461550714
mu,41.83333333333333,63,2.3363505279859496,2.0689003236191894,0.16419424340128894
mu,41.83333333333333,64,2.3115294357583807,1.9996539135528941,0.15916662998497483
mu,41.83333333333333,65,2.518064299103834,2.1830091460239274,0.16422237157821645
mu,41.83333333333333,66,2.3049258010647335,2.0890778725860546,0.16329700052738189
mu,41.83333333333333,67,2.083216087461196,1.8194993784737221,0.16330736875534052
mu,41.83333333333333,68,2.3863920758328945,2.073367745975288,0.16472674161195755
mu,41.83333333333333,69,2.2800552669225596,1.9147352857056266,0.157884370163083
mu,41.83333333333333,70,2.5027368295896366,2.1580295234345552,0.1605011448264122
mu,41.83333333333333,71,2.1859191808664917,1.8899879525507952,0.16457313224673273
mu,41.83333333333333,72,2.2695396012714397,1.717481424991929,0.17052260562777513
mu,41.83333333333333,73,2.2330939544383313,1.8534865550735216,0.1606707155704498
mu,41.83333333333333,74,2.2740187014725493,1.8840490591694135,0.17124880999326708
mu,41.83333333333333,75,2.6055185372871534,2.406631700502329,0.17768901214003557
mu,41.83333333333333,76,2.401863684168113,2.2214780647246,0.17628343254327775
mu,41.83333333333333,77,1.876959098227843,1.6962494128595527,0.171270252764225
mu,41.83333333333333,78,2.2258650231559614,2.0167953358088972,0.16635261476039884
mu,41.83333333333333,79,2.2789764469730613,2.072592671601978,0.15998745895922184
mu,41.83333333333333,80,2.2040421025296126,1.9638698291047394,0.167071620374918
mu,41.83333333333333,81,2.1739676377043082,1.9845730210148016,0.17211092710494993
mu,41.83333333333333,82,2.490217830502324,1.9184882602987265,0.16838528476655482
mu,41.83333333333333,83,2.1169407869410364,1.9915365334488282,0.16373099163174623
mu,41.83333333333333,84,2.0117419366314593,1.8136506444010525,0.16993920356035233
mu,41.83333333333333,85,2.3030522097523587,2.0640287375426976,0.16113902255892754
mu,41.83333333333333,86,2.3257555703291004,2.0866467661482258,0.17702336013317105
mu,41.83333333333333,87,2.2169269763204085,2.0955188716442663,0.17567490115761755
mu,41.83333333333333,88,1.9984191400067317,1.9166562259382705,0.1813521161675453
mu,41.83333333333333,89,2.3970478516817124,2.1383632975734947,0.17257706522941585
mu,41.83333333333333,90,2.2556927667027082,1.784270230120267,0.15120496079325674
mu,41.83333333333333,91,2.277709092743521,2.0200212101207793,0.17391291111707685
mu,41.83333333333333,92,2.4874689874162996,2.1724264566017037,0.15753436982631686
mu,41.83333333333333,93,2.3054557864529315,2.0287058244236302,0.1675923354923725
mu,41.83333333333333,94,2.212639725354151,2.100934877833451,0.17162990793585778
mu,41.83333333333333,95,2.362260936678055,1.9658422353589362,0.16472391560673708
mu,41.83333333333333,96,2.0088677723338435,1.8121406858825022,0.1680872417986393
mu,41.83333333333333,97,2.475214981840594,2.1648198220985293,0.15899498872458934
mu,41.83333333333333,98,2.1295719125633212,1.862078407563308,0.1598946005105972
mu,41.83333333333333,99,2.2795586320683086,2.0519330505963893,0.16636040136218067
mu,43.875,0,2.4302519911349023,2.0161677928431434,0.17000081390142438
mu,43.875,1,2.2603894435143417,2.0060765718352496,0.16716304719448086
mu,43.875,2,2.215230472601341,2.037742324732335,0.16819196939468384
mu,43.875,3,2.3090624858316033,2.1141851975518122,0.16719200015068053
mu,43.875,4,2.3170505073263854,2.106957377848911,0.16755453422665587
mu,43.875,5,2.3257170269309597,2.0202331544653145,0.16376291662454606
mu,43.875,6,2.2624472237472872,1.9938498516060346,0.15714953765273093
mu,43.875,7,2.038117895340797,1.9033093087228803,0.1624807842075824
mu,43.875,8,2.1179884754659994,1.933098295512428,0.1635715007781982
mu,43.875,9,2.3992608330072756,2.0952771998837125,0.174260414391756
mu,43.875,10,2.61314125053169,2.2945415727977405,0.16432337164878838
mu,43.875,11,2.3890674535366117,2.2709920531646617,0.16802468001842497
mu,43.875,12,2.06007240104244,1.9503024298423348,0.1727042935788631
mu,43.875,13,2.159240660132383,1.8151398602792668,0.15928443744778634
mu,43.875,14,2.2223551239074197,2.0537922943520606,0.1703910171985626
mu,43.875,15,2.234161880749504,2.0281843942842332,0.1571237102150917
mu,43.875,16,2.488131880794697,2.1311578950637475,0.16892607361078263
mu,43.875,17,2.1204933277307703,2.042373161895016,0.1734213121235371
mu,43.875,18,2.222225149622794,2.108517632575335,0.16669991239905357
mu,43.875,19,2.313206779006137,2.141435668618124,0.17206303104758264
mu,43.875,20,1.9111885815897622,1.8363995427236972,0.1701109267771244
mu,43.875,21,2.225123000685066,1.980453700301327,0.1560573503375053
mu,43.875,22,2.1939119981076445,1.8482178812015864,0.16474495902657504
mu,43.875,23,2.39171488012159,2.0933712944024006,0.16652909889817236
mu,43.875,24,2.1947673593838104,1.8637360549895252,0.1610612861812115
mu,43.875,25,2.2693073167876463,2.013039537393393,0.16190743446350098
mu,43.875,26,1.9903305668717195,1.758880431474422,0.16316487342119212
mu,43.875,27,2.368631383246914,2.0576007745464775,0.16816465184092522
mu,43.875,28,2.1581977738548517,1.9988901665810417,0.16453947871923444
mu,43.875,29,2.351524485852231,2.0208032778977056,0.15924682170152665
mu,43.875,30,2.4623855054978137,2.092999658577293,0.1615605063736439
