panel,true_value,rep,nn_width_mu,nn_width_sigma,nn_width_xi
mu,7.125,37,2.4907764985083896,2.3433216683155926,0.16752153113484383
mu,7.125,38,2.3861660773614313,1.929872470407613,0.1588529177010059
mu,7.125,39,2.3827558172456955,2.194639762707533,0.16535016149282455
mu,7.125,40,2.164115077185227,1.83138437558787,0.15979989916086193
mu,7.125,41,2.4468484634455354,2.194361977185146,0.17104464843869208
mu,7.125,42,2.2687915085092705,2.1522191685330743,0.1740034356713295
mu,7.125,43,2.143788459340601,1.9798448913757234,0.16825132966041556
mu,7.125,44,2.359906033230594,2.1029669999862577,0.17536897286772724
mu,7.125,45,2.4046936575033406,2.2698878982838426,0.1703711785376072
mu,7.125,46,2.0881752581457675,1.7420376168917393,0.16545540392398836
mu,7.125,47,2.197966001801208,1.9538184634489486,0.16476130485534665
mu,7.125,48,2.460692647029621,2.099518049943601,0.17195014171302317
mu,7.125,49,2.3917527285034934,2.331865015411225,0.17330906465649606
mu,7.125,50,2.2439470451088797,2.1479753071504497,0.16880182549357414
mu,7.125,51,2.209493940531832,2.0271695366568974,0.16814951747655868
mu,7.125,52,2.4803908629831284,2.2441780043194495,0.17145142555236814
mu,7.125,53,2.4250481423552683,2.007900603811036,0.16593716815114024
mu,7.125,54,2.367547200686233,1.971606239923572,0.1646708395332098
mu,7.125,55,2.4761152750551343,2.3909889667849438,0.17119698151946064
mu,7.125,56,2.4105524788000876,2.038785514351325,0.1704375997185707
mu,7.125,57,2.23828472815251,2.2119394254940854,0.17845320105552673
mu,7.125,58,2.1675704125007327,1.9648792473275662,0.17164231464266774
mu,7.125,59,2.247447218421838,2.067864333284403,0.1614615101367235
mu,7.125,60,2.3221118365916853,1.87178524228319,0.16276499181985854
mu,7.125,61,2.248735792554892,2.1019258359700057,0.17404397949576378
mu,7.125,62,2.3731867081140487,1.9563779223645348,0.16425817981362342
mu,7.125,63,2.085178809653809,1.9322440469441116,0.16966111212968824
mu,7.125,64,2.1628652159212027,1.8603188510314652,0.16085253804922106
mu,7.125,65,2.263892360326887,2.114707540085181,0.16183191910386083
